drift_target,drift_z,mlp_excess_harm,mlp_pred_std,mlp_test_r2,ridge_pred_std,ridge_test_r2,seed,trial,weighted_drift_score,y_test_std
dominant,15.0,5.043421981567368,8.034769468522653,-4.059205612614116,9.642884934355493,0.9842163689532515,2,1,14.724809693667353,9.793122650944646
dominant,15.0,3.3879841378611486,8.726702265673103,-2.397706779295869,10.12311261480855,0.9902773585652795,2,2,14.30900416763048,10.213371330457255
dominant,20.0,13.075503236945893,7.797465936581282,-12.08640741811136,9.567519282989373,0.989095818834533,2,0,19.2165296734401,9.55021971189368
dominant,20.0,9.76944509608748,8.03476893126436,-8.789090815094498,9.64288493435549,0.9803542809929818,2,1,19.610495402079493,9.793122650944644
dominant,20.0,6.557746481267402,8.72974679714774,-5.567572295087272,10.123112614808552,0.9901741861801296,2,2,19.115294612930242,10.213371330457255
noise,0.0,0.0030860324608069645,9.59300255663587,0.9860099381857477,9.567519282989371,0.9890959706465546,2,0,0.05035211028240775,9.55021971189368
noise,0.0,0.0011404837713540061,9.641646309878746,0.9884339169295283,9.64288493435549,0.9895744007008823,2,1,0.06775256843086418,9.793122650944644
noise,0.0,0.00204440720895549,10.102924211827888,0.9882823065715526,10.12311261480855,0.9903267137805081,2,2,0.112678045058951,10.213371330457257
noise,1.0,0.002846365338704193,9.551631811497836,0.9862299406816285,9.567519282989371,0.9890763060203327,2,0,0.058422526888237215,9.55021971189368
noise,1.0,0.0013880877420588966,9.634479592086262,0.9881942026964895,9.64288493435549,0.9895822904385484,2,1,0.07703128129750904,9.793122650944646
noise,1.0,0.0023098361394735534,10.042610837869931,0.9880378492022877,10.12311261480855,0.9903476853417612,2,2,0.12233108538332459,10.213371330457257
noise,2.0,0.0034858377357984693,9.442246696620089,0.9855415819334116,9.567519282989371,0.98902741966921,2,0,0.067791003554437,9.55021971189368
noise,2.0,0.0026781246457117103,9.564719546109611,0.9869105818650008,9.64288493435549,0.9895887065107125,2,1,0.08648563243951005,9.793122650944646
noise,2.0,0.0033610767884914017,9.90323366397473,0.9869928138223306,10.12311261480855,0.990353890610822,2,2,0.13198412570769816,10.213371330457257
noise,3.0,0.0052711923696278085,9.280560257653505,0.9836781192235587,9.567519282989371,0.9889493115931866,2,0,0.0771594802206368,9.55021971189368
noise,3.0,0.004490857897254119,9.477236538720215,0.9851027910201207,9.64288493435549,0.9895936489173748,2,1,0.09593998358151108,9.793122650944646
noise,3.0,0.006121114605240008,9.692184058960358,0.9842242149824506,10.12311261480855,0.9903453295876906,2,2,0.14163716603207174,10.213371330457257
noise,5.0,0.012789558961385228,8.906517630516127,0.975915871305052,9.567519282989371,0.9887054302664372,2,0,0.09589643355303633,9.55021971189368
noise,5.0,0.011834081413560349,9.281446183910102,0.9777650313206336,9.64288493435549,0.989599112734194,2,1,0.11484868586551313,9.793122650944644
noise,5.0,0.016598561798800593,9.279069348610234,0.97368534686605,10.12311261480855,0.9902839086648506,2,2,0.16094324668081883,10.213371330457257
noise,7.0,0.021357961676887194,8.659734056384561,0.9669867003631973,9.567519282989371,0.9883446620400845,2,0,0.11463338688543591,9.55021971189368
